name,translatedname
joseph_joestar_(old),角色: Joseph Joestar（Old）
ninomiya_asuka,角色: Ninomiya Asuka
sobble,角色: Sobble
goldenglow_(arknights),角色: Goldenglow（明日方舟）
oyama_mihari,角色: Oyama Mihari
minato_aqua_(sailor),角色: Minato Aqua（Sailor）
tsukumo_sana,角色: Tsukumo Sana
son_gohan,角色: Son Gohan
squirtle,角色: Squirtle
little_boy_admiral_(kancolle),角色: Little Boy Admiral（舰队Collection）
su-san,角色: Su-san
yuno_(hidamari_sketch),角色: Yuno（Hidamari Sketch）
hop_(pokemon),角色: Hop（宝可梦）
cyno_(genshin_impact),角色: Cyno（原神）
lopunny,角色: Lopunny
atalanta_(fate),角色: Atalanta（Fate）
tokiko_(touhou),角色: Tokiko（Touhou）
nerissa_ravencroft,角色: Nerissa Ravencroft
sengoku_nadeko,角色: Sengoku Nadeko
kagamihara_nadeshiko,角色: Kagamihara Nadeshiko
siege_(arknights),角色: Siege（明日方舟）
kaveh_(genshin_impact),角色: Kaveh（原神）
sailor_mercury,角色: Sailor Mercury
elin,角色: Elin
hachikuji_mayoi,角色: Hachikuji Mayoi
getou_suguru,角色: Getou Suguru
oomuro_sakurako,角色: Oomuro Sakurako
colorado_(kancolle),角色: Colorado（舰队Collection）
okita_souji_alter_(fate),角色: Okita Souji Alter（Fate）
air_groove_(umamusume),角色: Air Groove（Umamusume）
tohno_akiha,角色: Tohno Akiha
ike_(fire_emblem),角色: Ike（Fire Emblem）
reiner_braun,角色: Reiner Braun
shouhou_(kancolle),角色: Shouhou（舰队Collection）
shantae,角色: Shantae
sakura_miko_(1st_costume),角色: Sakura Miko（1st Costume）
blanc_(neptunia),角色: Blanc（Neptunia）
hisakawa_nagi,角色: Hisakawa Nagi
ashido_mina,角色: Ashido Mina
cagliostro_(granblue_fantasy),角色: Cagliostro（碧蓝幻想）
rita_rossweisse,角色: Rita Rossweisse
teireida_mai,角色: Teireida Mai
vaporeon,角色: Vaporeon
myoudouin_itsuki,角色: Myoudouin Itsuki
yuigahama_yui,角色: Yuigahama Yui
kadotani_anzu,角色: Kadotani Anzu
serika_(blue_archive),角色: Serika（蔚蓝档案）
richelieu_(kancolle),角色: Richelieu（舰队Collection）
oyashio_(kancolle),角色: Oyashio（舰队Collection）
shiroko_terror_(blue_archive),角色: Shiroko Terror（蔚蓝档案）
frederica_bernkastel,角色: Frederica Bernkastel
shinonome_ena,角色: Shinonome Ena
chi-chi_(dragon_ball),角色: Chi-chi（Dragon Ball）
araragi_koyomi,角色: Araragi Koyomi
murasaki_shikibu_(fate),角色: Murasaki Shikibu（Fate）
tanaka_mamimi,角色: Tanaka Mamimi
tsurumaru_kuninaga,角色: Tsurumaru Kuninaga
kaguya_luna,角色: Kaguya Luna
kamisato_ayato,角色: Kamisato Ayato
diana_cavendish,角色: Diana Cavendish
joutouguu_mayumi,角色: Joutouguu Mayumi
nepgear,角色: Nepgear
kousaka_reina,角色: Kousaka Reina
riesz,角色: Riesz
tsunade_(naruto),角色: Tsunade（Naruto）
arashi_(kancolle),角色: Arashi（舰队Collection）
tenma_tsukasa,角色: Tenma Tsukasa
tharja_(fire_emblem),角色: Tharja（Fire Emblem）
haramura_nodoka,角色: Haramura Nodoka
katsuragi_misato,角色: Katsuragi Misato
boo_(mario),角色: Boo（Mario）
kanna_(blue_archive),角色: Kanna（蔚蓝档案）
gladion_(pokemon),角色: Gladion（宝可梦）
hasumi_(track)_(blue_archive),角色: Hasumi（Track) (blue Archive）
gilles_de_rais_(caster)_(fate),角色: Gilles De Rais（Caster) (fate）
eyjafjalla_(arknights),角色: Eyjafjalla（明日方舟）
leona_heidern,角色: Leona Heidern
sakuragi_mano,角色: Sakuragi Mano
asagumo_(kancolle),角色: Asagumo（舰队Collection）
altera_(fate),角色: Altera（Fate）
anila_(granblue_fantasy),角色: Anila（碧蓝幻想）
niijima_makoto,角色: Niijima Makoto
enemy_lifebuoy_(kancolle),角色: Enemy Lifebuoy（舰队Collection）
mizunashi_akari,角色: Mizunashi Akari
alisa_ilinichina_amiella,角色: Alisa Ilinichina Amiella
elphelt_valentine,角色: Elphelt Valentine
akizuki_ryo,角色: Akizuki Ryo
sona_(league_of_legends),角色: Sona（League Of Legends）
tamaki_iroha,角色: Tamaki Iroha
mari_(track)_(blue_archive),角色: Mari（Track) (blue Archive）
tokitarou_(fate),角色: Tokitarou（Fate）
iris_(pokemon),角色: Iris（宝可梦）
akali,角色: Akali
victor_(pokemon),角色: Victor（宝可梦）
himeno_(chainsaw_man),角色: Himeno（Chainsaw Man）
caren_hortensia,角色: Caren Hortensia
shun_(small)_(blue_archive),角色: Shun（Small) (blue Archive）
oribe_yasuna,角色: Oribe Yasuna
tsurumaki_maki,角色: Tsurumaki Maki
takagi-san,角色: Takagi-san
hakui_koyori_(1st_costume),角色: Hakui Koyori（1st Costume）
eurasian_eagle_owl_(kemono_friends),角色: Eurasian Eagle Owl（Kemono Friends）
pochita_(chainsaw_man),角色: Pochita（Chainsaw Man）
hourai_doll,角色: Hourai Doll
fubuki_kai_ni_(kancolle),角色: Fubuki Kai Ni（舰队Collection）
ichihara_nina,角色: Ichihara Nina
yamato_(one_piece),角色: Yamato（One Piece）
abe_nana,角色: Abe Nana
angel_(kof),角色: Angel（Kof）
rias_gremory,角色: Rias Gremory
high_priest_(ragnarok_online),角色: High Priest（Ragnarok Online）
oikawa_shizuku,角色: Oikawa Shizuku
pod_(nier:automata),角色: Pod（尼尔: 自动人形）
asahina_mafuyu,角色: Asahina Mafuyu
irene_(arknights),角色: Irene（明日方舟）
tennouji_rina,角色: Tennouji Rina
zeta_(granblue_fantasy),角色: Zeta（碧蓝幻想）
hina_(swimsuit)_(blue_archive),角色: Hina（Swimsuit) (blue Archive）
haro,角色: Haro
gyro_zeppeli,角色: Gyro Zeppeli
cure_marine,角色: Cure Marine
maikaze_(kancolle),角色: Maikaze（舰队Collection）
momota_kaito,角色: Momota Kaito
haruna_(blue_archive),角色: Haruna（蔚蓝档案）
sirius_symboli_(umamusume),角色: Sirius Symboli（Umamusume）
ooshio_(kancolle),角色: Ooshio（舰队Collection）
moogle,角色: Moogle
assam_(girls_und_panzer),角色: Assam（Girls Und Panzer）
suou_momoko,角色: Suou Momoko
alpaca_suri_(kemono_friends),角色: Alpaca Suri（Kemono Friends）
marie_(girls_und_panzer),角色: Marie（Girls Und Panzer）
tsukino_mito_(1st_costume),角色: Tsukino Mito（1st Costume）
espeon,角色: Espeon
kuma_(persona_4),角色: Kuma（Persona 4）
ciel_(tsukihime),角色: Ciel（Tsukihime）
matikanefukukitaru_(umamusume),角色: Matikanefukukitaru（Umamusume）
cyndaquil,角色: Cyndaquil
johnston_(kancolle),角色: Johnston（舰队Collection）
maebara_keiichi,角色: Maebara Keiichi
magical_mirai_miku,角色: Magical Mirai Miku
ootori_emu,角色: Ootori Emu
sailor_venus,角色: Sailor Venus
charmander,角色: Charmander
amanogawa_kirara,角色: Amanogawa Kirara
arlecchino_(genshin_impact),角色: Arlecchino（原神）
osaki_tenka,角色: Osaki Tenka
kashino_(azur_lane),角色: Kashino（碧蓝航线）
may_(guilty_gear),角色: May（Guilty Gear）
minna-dietlinde_wilcke,角色: Minna-dietlinde Wilcke
honma_meiko,角色: Honma Meiko
kazano_hiori,角色: Kazano Hiori
rydia_(ff4),角色: Rydia（Ff4）
katou_asuka,角色: Katou Asuka
hozuki_momiji,角色: Hozuki Momiji
hoshino_fumina,角色: Hoshino Fumina
caenis_(fate),角色: Caenis（Fate）
shiori_novella,角色: Shiori Novella
medea_(fate),角色: Medea（Fate）
namazuo_toushirou,角色: Namazuo Toushirou
marcille_donato,角色: Marcille Donato
seia_(blue_archive),角色: Seia（蔚蓝档案）
jaguar_(kemono_friends),角色: Jaguar（Kemono Friends）
momozono_love,角色: Momozono Love
furutani_himawari,角色: Furutani Himawari
hoshimiya_ichigo,角色: Hoshimiya Ichigo
alear_(fire_emblem),角色: Alear（Fire Emblem）
silica,角色: Silica
boudica_(fate),角色: Boudica（Fate）
smart_falcon_(umamusume),角色: Smart Falcon（Umamusume）
dehya_(genshin_impact),角色: Dehya（原神）
blaze_the_cat,角色: Blaze The Cat
murasaki_shion_(1st_costume),角色: Murasaki Shion（1st Costume）
white_mage,角色: White Mage
shadow_the_hedgehog,角色: Shadow The Hedgehog
sailor_mars,角色: Sailor Mars
armin_arlert,角色: Armin Arlert
arisugawa_natsuha,角色: Arisugawa Natsuha
akiyama_mizuki,角色: Akiyama Mizuki
saitama_(one-punch_man),角色: Saitama（One-punch Man）
shidare_hotaru,角色: Shidare Hotaru
tenkyuu_chimata,角色: Tenkyuu Chimata
hilichurl_(genshin_impact),角色: Hilichurl（原神）
green_(pokemon),角色: Green（宝可梦）
mountain_(arknights),角色: Mountain（明日方舟）
nanachi_(made_in_abyss),角色: Nanachi（Made In Abyss）
shigure_ui_(vtuber),角色: Shigure Ui（Vtuber）
moona_hoshinova,角色: Moona Hoshinova
lucas_(pokemon),角色: Lucas（宝可梦）
honebami_toushirou,角色: Honebami Toushirou
enkidu_(fate),角色: Enkidu（Fate）
ivan_karelin,角色: Ivan Karelin
kazama_iroha_(1st_costume),角色: Kazama Iroha（1st Costume）
shinano_(azur_lane),角色: Shinano（碧蓝航线）
akane_(blue_archive),角色: Akane（蔚蓝档案）
sprigatito,角色: Sprigatito
meisho_doto_(umamusume),角色: Meisho Doto（Umamusume）
kohaku_(tsukihime),角色: Kohaku（Tsukihime）
zara_(azur_lane),角色: Zara（碧蓝航线）
kusanagi_motoko,角色: Kusanagi Motoko
nakamura_yuri,角色: Nakamura Yuri
mikuma_(kancolle),角色: Mikuma（舰队Collection）
backbeako,角色: Backbeako
takasaki_yuu,角色: Takasaki Yuu
kozakura_marry,角色: Kozakura Marry
rosaria_(genshin_impact),角色: Rosaria（原神）
ichikawa_hinana,角色: Ichikawa Hinana
yuuki_haru,角色: Yuuki Haru
pipimi,角色: Pipimi
midare_toushirou,角色: Midare Toushirou
bede_(pokemon),角色: Bede（宝可梦）
kyouka_(princess_connect!),角色: Kyouka（Princess Connect!）
sabrina_(pokemon),角色: Sabrina（宝可梦）
hatsushimo_(kancolle),角色: Hatsushimo（舰队Collection）
uzaki_hana,角色: Uzaki Hana
reines_el-melloi_archisorte,角色: Reines El-melloi Archisorte
tohsaka_tokiomi,角色: Tohsaka Tokiomi
xiangling_(genshin_impact),角色: Xiangling（原神）
nagi_(kannagi),角色: Nagi（Kannagi）
nemoto_hina,角色: Nemoto Hina
sussurro_(arknights),角色: Sussurro（明日方舟）
chitose_(kancolle),角色: Chitose（舰队Collection）
i-26_(kancolle),角色: I-26（舰队Collection）
rabbit_yukine,角色: Rabbit Yukine
amane_kanata_(1st_costume),角色: Amane Kanata（1st Costume）
leafeon,角色: Leafeon
emperor_penguin_(kemono_friends),角色: Emperor Penguin（Kemono Friends）
wakamo_(blue_archive),角色: Wakamo（蔚蓝档案）
meowth,角色: Meowth
karna_(fate),角色: Karna（Fate）
zara_(kancolle),角色: Zara（舰队Collection）
tsukuyomi_shirabe,角色: Tsukuyomi Shirabe
minamoto_sakura,角色: Minamoto Sakura
kururugi_suzaku,角色: Kururugi Suzaku
sento_isuzu,角色: Sento Isuzu
haruna_kai_ni_(kancolle),角色: Haruna Kai Ni（舰队Collection）
frisk_(undertale),角色: Frisk（Undertale）
minamoto_no_raikou_(swimsuit_lancer)_(fate),角色: Minamoto No Raikou（Swimsuit Lancer) (fate）
sasaki_saku,角色: Sasaki Saku
kawashima_momo,角色: Kawashima Momo
kitazawa_shiho,角色: Kitazawa Shiho
braixen,角色: Braixen
takeba_yukari,角色: Takeba Yukari
ta-class_battleship,角色: Ta-class Battleship
ryoumen_sukuna_(jujutsu_kaisen),角色: Ryoumen Sukuna（Jujutsu Kaisen）
sora_harewataru,角色: Sora Harewataru
tsuruya,角色: Tsuruya
guido_mista,角色: Guido Mista
fumizuki_(kancolle),角色: Fumizuki（舰队Collection）
celestia_ludenberg,角色: Celestia Ludenberg
eimi_(blue_archive),角色: Eimi（蔚蓝档案）
yui_(angel_beats!),角色: Yui（Angel Beats!）
kamikita_komari,角色: Kamikita Komari
sora_(kingdom_hearts),角色: Sora（Kingdom Hearts）
micaiah_(fire_emblem),角色: Micaiah（Fire Emblem）
hatsukaze_(kancolle),角色: Hatsukaze（舰队Collection）
saniwa_(touken_ranbu),角色: Saniwa（Touken Ranbu）
mizuno_ai,角色: Mizuno Ai
chikuma_(kancolle),角色: Chikuma（舰队Collection）
m200_(girls'_frontline),角色: M200（少女前线）
ru-class_battleship,角色: Ru-class Battleship
matoba_risa,角色: Matoba Risa
kongou_kai_ni_(kancolle),角色: Kongou Kai Ni（舰队Collection）
suzuhara_lulu,角色: Suzuhara Lulu
watatsuki_no_toyohime,角色: Watatsuki No Toyohime
fu_hua_(herrscher_of_sentience),角色: Fu Hua（Herrscher Of Sentience）
fine_motion_(umamusume),角色: Fine Motion（Umamusume）
arjuna_(fate),角色: Arjuna（Fate）
kazagumo_(kancolle),角色: Kazagumo（舰队Collection）
vikala_(granblue_fantasy),角色: Vikala（碧蓝幻想）
inuyama_aoi,角色: Inuyama Aoi
hayasui_(kancolle),角色: Hayasui（舰队Collection）
himari_(blue_archive),角色: Himari（蔚蓝档案）
nemona_(pokemon),角色: Nemona（宝可梦）
koharu_(swimsuit)_(blue_archive),角色: Koharu（Swimsuit) (blue Archive）
passionlip_(fate),角色: Passionlip（Fate）
yamashiro_(azur_lane),角色: Yamashiro（碧蓝航线）
artoria_pendragon_(alter_swimsuit_rider)_(second_ascension)_(fate),角色: Artoria Pendragon（Alter Swimsuit Rider) (second Ascension) (fate）
frankenstein's_monster_(fate),角色: Frankenstein's Monster（Fate）
kako_(kancolle),角色: Kako（舰队Collection）
neuvillette_(genshin_impact),角色: Neuvillette（原神）
kurosaki_ichigo,角色: Kurosaki Ichigo
pearl_(splatoon),角色: Pearl（Splatoon）
ouro_kronii_(1st_costume),角色: Ouro Kronii（1st Costume）
baiken,角色: Baiken
yuuki_mikan,角色: Yuuki Mikan
tepig,角色: Tepig
kuki_shinobu,角色: Kuki Shinobu
leon_s._kennedy,角色: Leon S. Kennedy
elaina_(majo_no_tabitabi),角色: Elaina（Majo No Tabitabi）
azura_(fire_emblem),角色: Azura（Fire Emblem）
tomoe_hotaru,角色: Tomoe Hotaru
mioda_ibuki,角色: Mioda Ibuki
medb_(fate),角色: Medb（Fate）
popplio,角色: Popplio
nonomi_(swimsuit)_(blue_archive),角色: Nonomi（Swimsuit) (blue Archive）
dante_(devil_may_cry),角色: Dante（Devil May Cry）
cure_black,角色: Cure Black
carpaccio_(girls_und_panzer),角色: Carpaccio（Girls Und Panzer）
mega_man_(character),角色: Mega Man（Character）
jirou_kyouka,角色: Jirou Kyouka
nowaki_(kancolle),角色: Nowaki（舰队Collection）
lucoa_(maidragon),角色: Lucoa（Maidragon）
caelus_(honkai:_star_rail),角色: Caelus（Honkai: Star Rail）
xuangzang_sanzang_(fate),角色: Xuangzang Sanzang（Fate）
grookey,角色: Grookey
super_creek_(umamusume),角色: Super Creek（Umamusume）
mejiro_dober_(umamusume),角色: Mejiro Dober（Umamusume）
backbeard,角色: Backbeard
america_(hetalia),角色: America（Hetalia）
narita_taishin_(umamusume),角色: Narita Taishin（Umamusume）
yin_(darker_than_black),角色: Yin（Darker Than Black）
littorio_(kancolle),角色: Littorio（舰队Collection）
sucrose_(genshin_impact),角色: Sucrose（原神）
torchic,角色: Torchic
squall_leonhart,角色: Squall Leonhart
matsumoto_rangiku,角色: Matsumoto Rangiku
albedo_(overlord),角色: Albedo（Overlord）
gwen_(league_of_legends),角色: Gwen（League Of Legends）
millia_rage,角色: Millia Rage
rosmontis_(arknights),角色: Rosmontis（明日方舟）
nu-13,角色: Nu-13
lucy_(cyberpunk),角色: Lucy（Cyberpunk）
huang_baoling,角色: Huang Baoling
diona_(genshin_impact),角色: Diona（原神）
t.m._opera_o_(umamusume),角色: T.m. Opera O（Umamusume）
isabelle_(animal_crossing),角色: Isabelle（Animal Crossing）
isekai_joucho,角色: Isekai Joucho
killua_zoldyck,角色: Killua Zoldyck
chris_redfield,角色: Chris Redfield
maizono_sayaka,角色: Maizono Sayaka
mochizuki_(kancolle),角色: Mochizuki（舰队Collection）
tsushima_(kancolle),角色: Tsushima（舰队Collection）
nate_(pokemon),角色: Nate（宝可梦）
pharah_(overwatch),角色: Pharah（Overwatch）
kieran_(pokemon),角色: Kieran（宝可梦）
izumi-no-kami_kanesada,角色: Izumi-no-kami Kanesada
silence_(arknights),角色: Silence（明日方舟）
cure_sunshine,角色: Cure Sunshine
medjed_(fate),角色: Medjed（Fate）
lynette_(genshin_impact),角色: Lynette（原神）
kazanari_tsubasa,角色: Kazanari Tsubasa
merlin_(fate),角色: Merlin（Fate）
luo_xiaohei,角色: Luo Xiaohei
hoshino_ruby,角色: Hoshino Ruby
marth_(fire_emblem),角色: Marth（Fire Emblem）
kamukura_izuru,角色: Kamukura Izuru
yoroizuka_mizore,角色: Yoroizuka Mizore
miyamizu_mitsuha,角色: Miyamizu Mitsuha
kaneki_ken,角色: Kaneki Ken
hayasaka_ai,角色: Hayasaka Ai
ceobe_(arknights),角色: Ceobe（明日方舟）
slaine_troyard,角色: Slaine Troyard
takanami_(kancolle),角色: Takanami（舰队Collection）
boa_hancock,角色: Boa Hancock
fujisaki_chihiro,角色: Fujisaki Chihiro
a2_(nier:automata),角色: A2（尼尔: 自动人形）
eve_(elsword),角色: Eve（Elsword）
berserker_(fate/zero),角色: Berserker（Fate/zero）
cure_beauty,角色: Cure Beauty
yumi_(senran_kagura),角色: Yumi（Senran Kagura）
prinz_eugen_(unfading_smile)_(azur_lane),角色: Prinz Eugen（Unfading Smile) (azur Lane）
alina_gray,角色: Alina Gray
hyakumantenbara_salome,角色: Hyakumantenbara Salome
monomi_(danganronpa),角色: Monomi（Danganronpa）
justice_(helltaker),角色: Justice（Helltaker）
neru_(bunny)_(blue_archive),角色: Neru（Bunny) (blue Archive）
intrepid_(kancolle),角色: Intrepid（舰队Collection）
raphtalia,角色: Raphtalia
florian_(pokemon),角色: Florian（宝可梦）
cure_blossom,角色: Cure Blossom
blaze_(arknights),角色: Blaze（明日方舟）
goh_(pokemon),角色: Goh（宝可梦）
katou_megumi,角色: Katou Megumi
racing_miku,角色: Racing Miku
finana_ryugu,角色: Finana Ryugu
kos-mos,角色: Kos-mos
steven_stone,角色: Steven Stone
ifrit_(arknights),角色: Ifrit（明日方舟）
izumi_mei,角色: Izumi Mei
ib_(ib),角色: Ib（Ib）
spider-gwen,角色: Spider-gwen
sailor_jupiter,角色: Sailor Jupiter
jill_valentine,角色: Jill Valentine
estellise_sidos_heurassein,角色: Estellise Sidos Heurassein
calem_(pokemon),角色: Calem（宝可梦）
scathach_(swimsuit_assassin)_(fate),角色: Scathach（Swimsuit Assassin) (fate）
nursery_rhyme_(fate),角色: Nursery Rhyme（Fate）
kishinami_hakuno_(female),角色: Kishinami Hakuno（Female）
nia_(blade)_(xenoblade),角色: Nia（Blade) (xenoblade）
sajo_yukimi,角色: Sajo Yukimi
tsukumo_yatsuhashi,角色: Tsukumo Yatsuhashi
uryuu_ryuunosuke,角色: Uryuu Ryuunosuke
mitake_ran,角色: Mitake Ran
platinum_(arknights),角色: Platinum（明日方舟）
anis_(nikke),角色: Anis（Nikke）
fukuzawa_yumi,角色: Fukuzawa Yumi
winry_rockbell,角色: Winry Rockbell
kars_(jojo),角色: Kars（Jojo）
flareon,角色: Flareon
sucy_manbavaran,角色: Sucy Manbavaran
makabe_mizuki,角色: Makabe Mizuki
nagato_(azur_lane),角色: Nagato（碧蓝航线）
bernadetta_von_varley,角色: Bernadetta Von Varley
cheshire_(azur_lane),角色: Cheshire（碧蓝航线）
zidane_tribal,角色: Zidane Tribal
toon_link,角色: Toon Link
tada_riina,角色: Tada Riina
hoshino_aquamarine,角色: Hoshino Aquamarine
violet_evergarden,角色: Violet Evergarden
swire_(arknights),角色: Swire（明日方舟）
nearl_(arknights),角色: Nearl（明日方舟）
jirachi,角色: Jirachi
sorceress_(dragon's_crown),角色: Sorceress（Dragon's Crown）
nakasu_kasumi,角色: Nakasu Kasumi
kula_diamond,角色: Kula Diamond
lux_(league_of_legends),角色: Lux（League Of Legends）
roma_(kancolle),角色: Roma（舰队Collection）
rachel_alucard,角色: Rachel Alucard
kisaragi_shintarou,角色: Kisaragi Shintarou
eris_greyrat,角色: Eris Greyrat
garchomp,角色: Garchomp
ferry_(granblue_fantasy),角色: Ferry（碧蓝幻想）
roxy_migurdia,角色: Roxy Migurdia
claude_von_riegan,角色: Claude Von Riegan
abigail_williams_(traveling_outfit)_(fate),角色: Abigail Williams（Traveling Outfit) (fate）
hinaichigo,角色: Hinaichigo
trunks_(dragon_ball),角色: Trunks（Dragon Ball）
astolfo_(sailor_paladin)_(fate),角色: Astolfo（Sailor Paladin) (fate）
okumura_haru,角色: Okumura Haru
subaru_nakajima,角色: Subaru Nakajima
collei_(genshin_impact),角色: Collei（原神）
zero_(mega_man),角色: Zero（Mega Man）
nakiri_ayame_(1st_costume),角色: Nakiri Ayame（1st Costume）
takeda_harumi_(shiromanta),角色: Takeda Harumi（Shiromanta）
suzukaze_aoba,角色: Suzukaze Aoba
ro635_(girls'_frontline),角色: Ro635（少女前线）
clumsy_nun_(diva),角色: Clumsy Nun（Diva）
daitaku_helios_(umamusume),角色: Daitaku Helios（Umamusume）
meta_knight,角色: Meta Knight
komaki_manaka,角色: Komaki Manaka
kino_(kino_no_tabi),角色: Kino（Kino No Tabi）
sakurajima_mai,角色: Sakurajima Mai
sanageyama_uzu,角色: Sanageyama Uzu
dorothea_arnault,角色: Dorothea Arnault
raven_(dc),角色: Raven（Dc）
murasame_kai_ni_(kancolle),角色: Murasame Kai Ni（舰队Collection）
okazaki_yumemi,角色: Okazaki Yumemi
cheren_(pokemon),角色: Cheren（宝可梦）
clarisse_(granblue_fantasy),角色: Clarisse（碧蓝幻想）
rimuru_tempest,角色: Rimuru Tempest
jingei_(kancolle),角色: Jingei（舰队Collection）
horikawa_kunihiro,角色: Horikawa Kunihiro
garnet_til_alexandros_xvii,角色: Garnet Til Alexandros Xvii
kujou_karen,角色: Kujou Karen
yunyun_(konosuba),角色: Yunyun（Konosuba）
king_hassan_(fate),角色: King Hassan（Fate）
len_(tsukihime),角色: Len（Tsukihime）
slime_(dragon_quest),角色: Slime（Dragon Quest）
ushiromiya_maria,角色: Ushiromiya Maria
sweep_tosho_(umamusume),角色: Sweep Tosho（Umamusume）
guts_(berserk),角色: Guts（Berserk）
purah,角色: Purah
protagonist_3_(housamo),角色: Protagonist 3（Housamo）
crewmate_(among_us),角色: Crewmate（Among Us）
florence_nightingale_(trick_or_treatment)_(fate),角色: Florence Nightingale（Trick Or Treatment) (fate）
pramanix_(arknights),角色: Pramanix（明日方舟）
yamagumo_(kancolle),角色: Yamagumo（舰队Collection）
tenjouin_asuka,角色: Tenjouin Asuka
mudkip,角色: Mudkip
amagi_(azur_lane),角色: Amagi（碧蓝航线）
kiriya_aoi,角色: Kiriya Aoi
akitsushima_(kancolle),角色: Akitsushima（舰队Collection）
yoisaki_kanade,角色: Yoisaki Kanade
blade_(honkai:_star_rail),角色: Blade（Honkai: Star Rail）
dimitri_alexandre_blaiddyd,角色: Dimitri Alexandre Blaiddyd
alphonse_elric,角色: Alphonse Elric
kitashirakawa_tamako,角色: Kitashirakawa Tamako
jack-o'_valentine,角色: Jack-o' Valentine
godzilla,角色: Godzilla
cure_happy,角色: Cure Happy
manabe_nodoka,角色: Manabe Nodoka
sawa_azusa,角色: Sawa Azusa
taneshima_popura,角色: Taneshima Popura
murata_himeko,角色: Murata Himeko
ichigo_(darling_in_the_franxx),角色: Ichigo（Darling In The Franxx）
new_jersey_(azur_lane),角色: New Jersey（碧蓝航线）
ibuki_fuuko,角色: Ibuki Fuuko
arle_nadja,角色: Arle Nadja
momo_velia_deviluke,角色: Momo Velia Deviluke
yuuki_(sao),角色: Yuuki（Sao）
aki_rosenthal,角色: Aki Rosenthal
japan_(hetalia),角色: Japan（Hetalia）
yukoku_kiriko,角色: Yukoku Kiriko
pavolia_reine,角色: Pavolia Reine
arataki_itto,角色: Arataki Itto
chikorita,角色: Chikorita
araragi_karen,角色: Araragi Karen
haruka_(blue_archive),角色: Haruka（蔚蓝档案）
rouge_the_bat,角色: Rouge The Bat
kuzuha_(nijisanji),角色: Kuzuha（Nijisanji）
mio_(xenoblade),角色: Mio（Xenoblade）
cure_march,角色: Cure March
ryuzaki_kaoru,角色: Ryuzaki Kaoru
ousaka_shizuku,角色: Ousaka Shizuku
miyamoto_musashi_(swimsuit_berserker)_(second_ascension)_(fate),角色: Miyamoto Musashi（Swimsuit Berserker) (second Ascension) (fate）
cure_melody,角色: Cure Melody
miia_(monster_musume),角色: Miia（Monster Musume）
utage_(arknights),角色: Utage（明日方舟）
yuna_(ff10),角色: Yuna（Ff10）
ilulu_(maidragon),角色: Ilulu（Maidragon）
rengoku_kyoujurou,角色: Rengoku Kyoujurou
ame-chan_(needy_girl_overdose),角色: Ame-chan（Needy Girl Overdose）
kooh,角色: Kooh
misaka_imouto,角色: Misaka Imouto
pit_(kid_icarus),角色: Pit（Kid Icarus）
tails_(sonic),角色: Tails（Sonic）
aozaki_aoko,角色: Aozaki Aoko
shirayuki_hime,角色: Shirayuki Hime
cu_chulainn_alter_(fate),角色: Cu Chulainn Alter（Fate）
yotsuba_alice,角色: Yotsuba Alice
shirogane_noel_(1st_costume),角色: Shirogane Noel（1st Costume）
kusanagi_nene,角色: Kusanagi Nene
meltryllis_(swimsuit_lancer)_(first_ascension)_(fate),角色: Meltryllis（Swimsuit Lancer) (first Ascension) (fate）
justice_task_force_member_(blue_archive),角色: Justice Task Force Member（蔚蓝档案）
yuuki_(princess_connect!),角色: Yuuki（Princess Connect!）
ishmael_(project_moon),角色: Ishmael（Project Moon）
tohno_shiki,角色: Tohno Shiki
damian_desmond,角色: Damian Desmond
kamishiro_rui,角色: Kamishiro Rui
hisui_(tsukihime),角色: Hisui（Tsukihime）
tendou_akane,角色: Tendou Akane
izayoi_aki,角色: Izayoi Aki
employee_(project_moon),角色: Employee（Project Moon）
yumehara_nozomi,角色: Yumehara Nozomi
aisha_landar,角色: Aisha Landar
yuri_plisetsky,角色: Yuri Plisetsky
lion_(kemono_friends),角色: Lion（Kemono Friends）
yui_(princess_connect!),角色: Yui（Princess Connect!）
iroha_(samurai_spirits),角色: Iroha（Samurai Spirits）
euryale_(fate),角色: Euryale（Fate）
marie_rose,角色: Marie Rose
merlin_(fate/prototype),角色: Merlin（Fate/prototype）
lulu_(league_of_legends),角色: Lulu（League Of Legends）
nanao_yuriko,角色: Nanao Yuriko
danua,角色: Danua
hornet_(kancolle),角色: Hornet（舰队Collection）
kasaki_nozomi,角色: Kasaki Nozomi
nekomusume_(gegege_no_kitarou_6),角色: Nekomusume（Gegege No Kitarou 6）
annie_leonhart,角色: Annie Leonhart
pichu,角色: Pichu
spider-man,角色: Spider-man
shibuya_kanon,角色: Shibuya Kanon
miss_cloud,角色: Miss Cloud
ogata_chieri,角色: Ogata Chieri
cerberus_(helltaker),角色: Cerberus（Helltaker）
enna_alouette,角色: Enna Alouette
shampoo_(ranma_1/2),角色: Shampoo（Ranma 1/2）
united_kingdom_(hetalia),角色: United Kingdom（Hetalia）
kohinata_miho,角色: Kohinata Miho
saotome_alto,角色: Saotome Alto
himejima_akeno,角色: Himejima Akeno
mordred_(memories_at_trifas)_(fate),角色: Mordred（Memories At Trifas) (fate）
y'shtola_rhul,角色: Y'shtola Rhul
captain_(kemono_friends),角色: Captain（Kemono Friends）
magical_ruby,角色: Magical Ruby
